Gene Symbol,Description,Category,Uniprot ID,Gifts,GC Id,Relevance score, GeneCards Link
"CYP2C19","Cytochrome P450 Family 2 Subfamily C Member 19","Protein Coding","P33261","58","GC10P094762","1.18090569972992","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP2C19"
"CCL8","C-C Motif Chemokine Ligand 8","Protein Coding","P80075","50","GC17P034319","1.18090569972992","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCL8"
"MIR297","MicroRNA 297","RNA Gene","","13","GC04M110860","1.18090569972992","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR297"
"MMP15","Matrix Metallopeptidase 15","Protein Coding","P51511","57","GC16P058025","1.17601525783539","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MMP15"
"S100A8","S100 Calcium Binding Protein A8","Protein Coding","P05109","55","GC01M167351","1.17601525783539","https://www.genecards.org/cgi-bin/carddisp.pl?gene=S100A8"
"CTNNBIP1","Catenin Beta Interacting Protein 1","Protein Coding","Q9NSA3","52","GC01M009848","1.17601525783539","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTNNBIP1"
"BICD1","BICD Cargo Adaptor 1","Protein Coding","Q96G01","51","GC12P074672","1.17601525783539","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BICD1"
"COL15A1","Collagen Type XV Alpha 1 Chain","Protein Coding","P39059","50","GC09P098943","1.17601525783539","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COL15A1"
"MIR942","MicroRNA 942","RNA Gene","","24","GC01P117094","1.17601525783539","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR942"
"CASP2","Caspase 2","Protein Coding","P42575","61","GC07P165863","1.17576253414154","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CASP2"
"IDE","Insulin Degrading Enzyme","Protein Coding","P14735","61","GC10M092451","1.17576253414154","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IDE"
"BAP1","BRCA1 Associated Deubiquitinase 1","Protein Coding","Q92560","60","GC03M052401","1.17576253414154","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BAP1"
"NME1","NME/NM23 Nucleoside Diphosphate Kinase 1","Protein Coding","P15531","60","GC17P155153","1.17576253414154","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NME1"
"VCL","Vinculin","Protein Coding","P18206","60","GC10P073995","1.17576253414154","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VCL"
"YWHAB","Tyrosine 3-Monooxygenase/Tryptophan 5-Monooxygenase Activation Protein Beta","Protein Coding","P31946","60","GC20P044885","1.17576253414154","https://www.genecards.org/cgi-bin/carddisp.pl?gene=YWHAB"
"PYGL","Glycogen Phosphorylase L","Protein Coding","P06737","59","GC14M050857","1.17576253414154","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PYGL"
"KRT17","Keratin 17","Protein Coding","Q04695","58","GC17M041619","1.17576253414154","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KRT17"
"TRPC3","Transient Receptor Potential Cation Channel Subfamily C Member 3","Protein Coding","Q13507","58","GC04M121879","1.17576253414154","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRPC3"
"ARID1B","AT-Rich Interaction Domain 1B","Protein Coding","Q8NFD5","57","GC06P183768","1.17576253414154","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARID1B"
"DHX9","DExH-Box Helicase 9","Protein Coding","Q08211","57","GC01P182839","1.17576253414154","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DHX9"
"PFKP","Phosphofructokinase, Platelet","Protein Coding","Q01813","57","GC10P003066","1.17576253414154","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PFKP"
"CIITA","Class II Major Histocompatibility Complex Transactivator","Protein Coding","P33076","56","GC16P120364","1.17576253414154","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CIITA"
"EIF4B","Eukaryotic Translation Initiation Factor 4B","Protein Coding","P23588","55","GC12P053006","1.17576253414154","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF4B"
"HAS2","Hyaluronan Synthase 2","Protein Coding","Q92819","55","GC08M121612","1.17576253414154","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HAS2"
"NR2E1","Nuclear Receptor Subfamily 2 Group E Member 1","Protein Coding","Q9Y466","55","GC06P108166","1.17576253414154","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NR2E1"
"RPL34","Ribosomal Protein L34","Protein Coding","P49207","52","GC04P108620","1.17576253414154","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPL34"
"SFRP2","Secreted Frizzled Related Protein 2","Protein Coding","Q96HF1","52","GC04M153780","1.17576253414154","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SFRP2"
"RHOD","Ras Homolog Family Member D","Protein Coding","O00212","50","GC11P107960","1.17576253414154","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RHOD"
"RPL28","Ribosomal Protein L28","Protein Coding","P46779","50","GC19P153132","1.17576253414154","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPL28"
"RPS8","Ribosomal Protein S8","Protein Coding","P62241","50","GC01P044775","1.17576253414154","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS8"
"AHSP","Alpha Hemoglobin Stabilizing Protein","Protein Coding","Q9NZD4","48","GC16P031527","1.17576253414154","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AHSP"
"EXOSC10","Exosome Component 10","Protein Coding","Q01780","48","GC01M022433","1.17576253414154","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EXOSC10"
"RPL24","Ribosomal Protein L24","Protein Coding","P83731","47","GC03M101681","1.17576253414154","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPL24"
"MIR374A","MicroRNA 374a","RNA Gene","","25","GC0XM074300","1.17576253414154","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR374A"
"TMPO-AS1","TMPO Antisense RNA 1","RNA Gene","","19","GC12M098512","1.17576253414154","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMPO-AS1"
"MSBP1","Minisatellite Binding Protein 1","Protein Coding","","10","GC00U990213","1.17576253414154","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MSBP1"
"MIR323A","MicroRNA 323a","RNA Gene","","27","GC14P121359","1.17001783847809","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR323A"
"JAG1","Jagged Canonical Notch Ligand 1","Protein Coding","P78504","63","GC20M010637","1.16942024230957","https://www.genecards.org/cgi-bin/carddisp.pl?gene=JAG1"
"DES","Desmin","Protein Coding","P17661","61","GC02P219418","1.16942024230957","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DES"
"KIF11","Kinesin Family Member 11","Protein Coding","P52732","61","GC10P092574","1.16942024230957","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KIF11"
"ATF1","Activating Transcription Factor 1","Protein Coding","P18846","58","GC12P050763","1.16942024230957","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATF1"
"AKR1C3","Aldo-Keto Reductase Family 1 Member C3","Protein Coding","P42330","57","GC10P005035","1.16942024230957","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AKR1C3"
"CUL4B","Cullin 4B","Protein Coding","Q13620","55","GC0XM120526","1.16942024230957","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CUL4B"
"RPL13A","Ribosomal Protein L13a","Protein Coding","P40429","54","GC19P049487","1.16942024230957","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPL13A"
"NCAPG","Non-SMC Condensin I Complex Subunit G","Protein Coding","Q9BPX3","52","GC04P030102","1.16942024230957","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NCAPG"
"RPS23","Ribosomal Protein S23","Protein Coding","P62266","52","GC05M082273","1.16942024230957","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS23"
"TSPYL1","TSPY Like 1","Protein Coding","Q9H0U9","52","GC06M116268","1.16942024230957","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TSPYL1"
"EIF5B","Eukaryotic Translation Initiation Factor 5B","Protein Coding","O60841","51","GC02P099337","1.16942024230957","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF5B"
"TOMM20","Translocase Of Outer Mitochondrial Membrane 20","Protein Coding","Q15388","51","GC01M235109","1.16942024230957","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TOMM20"
"NAP1L4","Nucleosome Assembly Protein 1 Like 4","Protein Coding","Q99733","49","GC11M002944","1.16942024230957","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NAP1L4"
"MRPL37","Mitochondrial Ribosomal Protein L37","Protein Coding","Q9BZE1","45","GC01P078488","1.16942024230957","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRPL37"
"OSR1","Odd-Skipped Related Transcription Factor 1","Protein Coding","Q8TAX0","45","GC02M019351","1.16942024230957","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OSR1"
"HSP90AB2P","Heat Shock Protein 90 Alpha Family Class B Member 2, Pseudogene","Pseudogene","Q58FF8","22","GC04P030032","1.16942024230957","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSP90AB2P"
"HTR1B","5-Hydroxytryptamine Receptor 1B","Protein Coding","P28222","55","GC06M107837","1.16720676422119","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HTR1B"
"CHD4","Chromodomain Helicase DNA Binding Protein 4","Protein Coding","Q14839","58","GC12M006570","1.165771484375","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHD4"
"TIAL1","TIA1 Cytotoxic Granule Associated RNA Binding Protein Like 1","Protein Coding","Q01085","51","GC10M119571","1.165771484375","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TIAL1"
"DDX5","DEAD-Box Helicase 5","Protein Coding","P17844","59","GC17M064498","1.16000556945801","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DDX5"
"MAD1L1","Mitotic Arrest Deficient 1 Like 1","Protein Coding","Q9Y6D9","59","GC07M001815","1.16000556945801","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAD1L1"
"TACR2","Tachykinin Receptor 2","Protein Coding","P21452","55","GC10M069403","1.16000556945801","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TACR2"
"CSRP2","Cysteine And Glycine Rich Protein 2","Protein Coding","Q16527","51","GC12M076859","1.16000556945801","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CSRP2"
"TNFSF12","TNF Superfamily Member 12","Protein Coding","O43508","51","GC17P153754","1.16000556945801","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNFSF12"
"KCNMB2","Potassium Calcium-Activated Channel Subfamily M Regulatory Beta Subunit 2","Protein Coding","Q9Y691","47","GC03P178272","1.16000556945801","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNMB2"
"MIR196A2","MicroRNA 196a-2","RNA Gene","","30","GC12P075326","1.16000556945801","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR196A2"
"MIR193B","MicroRNA 193b","RNA Gene","","29","GC16P120415","1.16000556945801","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR193B"
"ACAA1","Acetyl-CoA Acyltransferase 1","Protein Coding","P09110","54","GC03M038103","1.15812134742737","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACAA1"
"FBXO11","F-Box Protein 11","Protein Coding","Q86XK2","54","GC02M047789","1.15812134742737","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FBXO11"
"CYP3A7","Cytochrome P450 Family 3 Subfamily A Member 7","Protein Coding","P24462","51","GC07M099705","1.15812134742737","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP3A7"
"FBXO10","F-Box Protein 10","Protein Coding","Q9UK96","44","GC09M037510","1.15812134742737","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FBXO10"
"NECAB3","N-Terminal EF-Hand Calcium Binding Protein 3","Protein Coding","Q96P71","37","GC20M034121","1.15812134742737","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NECAB3"
"COL4A2-AS1","COL4A2 Antisense RNA 1","RNA Gene","","21","GC13M110491","1.15812134742737","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COL4A2-AS1"
"SCIRT","Stem Cell Inhibitory RNA Transcript","RNA Gene","","12","GC06M110876","1.15812134742737","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCIRT"
"RPS4XP3","Ribosomal Protein S4X Pseudogene 3","Pseudogene","","8","GC20P056601","1.15812134742737","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS4XP3"
"LOC110366354","CYP3A4 5' Regulatory Region","Functional Element","","2","GC07P099784","1.15812134742737","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC110366354"
"LOC110599591","CYP3A7 5' Regulatory Region","Functional Element","","2","GC07P099735","1.15812134742737","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC110599591"
"TACC3","Transforming Acidic Coiled-Coil Containing Protein 3","Protein Coding","Q9Y6A5","55","GC04P029503","1.15773713588715","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TACC3"
"MIR212","MicroRNA 212","RNA Gene","","29","GC17M002050","1.15773713588715","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR212"
"MIR320E","MicroRNA 320e","RNA Gene","","22","GC19M108943","1.15773713588715","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR320E"
"ALDH2","Aldehyde Dehydrogenase 2 Family Member","Protein Coding","P05091","64","GC12P111766","1.1559317111969","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALDH2"
"RRM1","Ribonucleotide Reductase Catalytic Subunit M1","Protein Coding","P23921","63","GC11P020411","1.1559317111969","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RRM1"
"PLK4","Polo Like Kinase 4","Protein Coding","O00444","60","GC04P127880","1.1559317111969","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLK4"
"ACACB","Acetyl-CoA Carboxylase Beta","Protein Coding","O00763","58","GC12P109116","1.1559317111969","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACACB"
"RELN","Reelin","Protein Coding","P78509","57","GC07M103471","1.1559317111969","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RELN"
"ATG7","Autophagy Related 7","Protein Coding","O95352","55","GC03P027034","1.1559317111969","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATG7"
"SELENBP1","Selenium Binding Protein 1","Protein Coding","Q13228","55","GC01M151364","1.1559317111969","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SELENBP1"
"PIAS3","Protein Inhibitor Of Activated STAT 3","Protein Coding","Q9Y6X2","54","GC01M145848","1.1559317111969","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIAS3"
"SETX","Senataxin","Protein Coding","Q7Z333","54","GC09M132261","1.1559317111969","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SETX"
"TAFAZZIN","Tafazzin, Phospholipid-Lysophospholipid Transacylase","Protein Coding","Q16635","54","GC0XP155189","1.1559317111969","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAFAZZIN"
"MLC1","Modulator Of VRAC Current 1","Protein Coding","Q15049","53","GC22M050059","1.1559317111969","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MLC1"
"RPS12","Ribosomal Protein S12","Protein Coding","P25398","53","GC06P132814","1.1559317111969","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS12"
"SEL1L","SEL1L Adaptor Subunit Of SYVN1 Ubiquitin Ligase","Protein Coding","Q9UBV2","53","GC14M081471","1.1559317111969","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SEL1L"
"ADAMTSL1","ADAMTS Like 1","Protein Coding","Q8N6G6","52","GC09P017906","1.1559317111969","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAMTSL1"
"EML4","EMAP Like 4","Protein Coding","Q9HC35","52","GC02P042169","1.1559317111969","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EML4"
"PHLPP1","PH Domain And Leucine Rich Repeat Protein Phosphatase 1","Protein Coding","O60346","52","GC18P062715","1.1559317111969","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PHLPP1"
"AMOT","Angiomotin","Protein Coding","Q4VCS5","51","GC0XM112774","1.1559317111969","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AMOT"
"LGALS8","Galectin 8","Protein Coding","O00214","51","GC01P236518","1.1559317111969","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LGALS8"
"TRIM44","Tripartite Motif Containing 44","Protein Coding","Q96DX7","48","GC11P035663","1.1559317111969","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRIM44"
"USP29","Ubiquitin Specific Peptidase 29","Protein Coding","Q9HBJ7","47","GC19P057119","1.1559317111969","https://www.genecards.org/cgi-bin/carddisp.pl?gene=USP29"
"MIR449A","MicroRNA 449a","RNA Gene","","29","GC05M055171","1.1559317111969","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR449A"
"PCDHA@","Protocadherin Alpha Cluster, Complex Locus","Protein Coding","","16","GC05P160866","1.1559317111969","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCDHA@"
"CCNE1","Cyclin E1","Protein Coding","P24864","61","GC19P029811","1.14379322528839","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCNE1"
"CYSLTR2","Cysteinyl Leukotriene Receptor 2","Protein Coding","Q9NS75","58","GC13P048653","1.14379322528839","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYSLTR2"
"STIP1","Stress Induced Phosphoprotein 1","Protein Coding","P31948","57","GC11P107683","1.14379322528839","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STIP1"
"EIF5A","Eukaryotic Translation Initiation Factor 5A","Protein Coding","P63241","56","GC17P007306","1.14379322528839","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF5A"
"PITX1","Paired Like Homeodomain 1","Protein Coding","P78337","56","GC05M135027","1.14379322528839","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PITX1"
"VDAC2","Voltage Dependent Anion Channel 2","Protein Coding","P45880","56","GC10P075210","1.14379322528839","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VDAC2"
"FCER1G","Fc Epsilon Receptor Ig","Protein Coding","P30273","54","GC01P161215","1.14379322528839","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FCER1G"
"RPL7","Ribosomal Protein L7","Protein Coding","P18124","52","GC08M073290","1.14379322528839","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPL7"
"UBXN1","UBX Domain Protein 1","Protein Coding","Q04323","44","GC11M139663","1.14379322528839","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBXN1"
"SNORD47","Small Nucleolar RNA, C/D Box 47","RNA Gene","","19","GC01M175150","1.14379322528839","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD47"
"YWHAG","Tyrosine 3-Monooxygenase/Tryptophan 5-Monooxygenase Activation Protein Gamma","Protein Coding","P61981","61","GC07M081119","1.14324998855591","https://www.genecards.org/cgi-bin/carddisp.pl?gene=YWHAG"
"CAMKK2","Calcium/Calmodulin Dependent Protein Kinase Kinase 2","Protein Coding","Q96RR4","60","GC12M124682","1.14324998855591","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAMKK2"
"TNFRSF11B","TNF Receptor Superfamily Member 11b","Protein Coding","O00300","60","GC08M118923","1.14324998855591","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNFRSF11B"
"DCK","Deoxycytidine Kinase","Protein Coding","P27707","57","GC04P070992","1.14324998855591","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DCK"
"EWSR1","EWS RNA Binding Protein 1","Protein Coding","Q01844","57","GC22P091880","1.14324998855591","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EWSR1"
"CDK20","Cyclin Dependent Kinase 20","Protein Coding","Q8IZL9","54","GC09M087966","1.14324998855591","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDK20"
"DKK2","Dickkopf WNT Signaling Pathway Inhibitor 2","Protein Coding","Q9UBU2","54","GC04M106921","1.14324998855591","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DKK2"
"QSOX1","Quiescin Sulfhydryl Oxidase 1","Protein Coding","O00391","53","GC01P180154","1.14324998855591","https://www.genecards.org/cgi-bin/carddisp.pl?gene=QSOX1"
"S100A1","S100 Calcium Binding Protein A1","Protein Coding","P23297","51","GC01P153627","1.14324998855591","https://www.genecards.org/cgi-bin/carddisp.pl?gene=S100A1"
"SLC25A37","Solute Carrier Family 25 Member 37","Protein Coding","Q9NYZ2","50","GC08P023528","1.14324998855591","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A37"
"MUC3A","Mucin 3A, Cell Surface Associated","Protein Coding","Q02505","46","GC07P100949","1.14324998855591","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MUC3A"
"DGCR5","DiGeorge Syndrome Critical Region Gene 5","RNA Gene","","28","GC22P091509","1.14324998855591","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DGCR5"
"MIR505","MicroRNA 505","RNA Gene","","26","GC0XM139924","1.14324998855591","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR505"
"MIR1184-1","MicroRNA 1184-1","RNA Gene","","13","GC0XM154887","1.14324998855591","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR1184-1"
"KCNK9","Potassium Two Pore Domain Channel Subfamily K Member 9","Protein Coding","Q9NPC2","58","GC08M139585","1.14288222789764","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNK9"
"CBL","Cbl Proto-Oncogene","Protein Coding","P22681","64","GC11P119206","1.14171457290649","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CBL"
"RPL5","Ribosomal Protein L5","Protein Coding","P46777","60","GC01P092861","1.13883244991302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPL5"
"GRIN2B","Glutamate Ionotropic Receptor NMDA Type Subunit 2B","Protein Coding","Q13224","65","GC12M013437","1.13462591171265","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRIN2B"
"ECE1","Endothelin Converting Enzyme 1","Protein Coding","P42892","61","GC01M021217","1.13462591171265","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ECE1"
"RXRA","Retinoid X Receptor Alpha","Protein Coding","P19793","61","GC09P134317","1.13462591171265","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RXRA"
"ITGAL","Integrin Subunit Alpha L","Protein Coding","P20701","60","GC16P030472","1.13462591171265","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGAL"
"MKNK1","MAPK Interacting Serine/Threonine Kinase 1","Protein Coding","Q9BUB5","58","GC01M046557","1.13462591171265","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MKNK1"
"ST6GAL1","ST6 Beta-Galactoside Alpha-2,6-Sialyltransferase 1","Protein Coding","P15907","57","GC03P186930","1.13462591171265","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ST6GAL1"
"TXNRD2","Thioredoxin Reductase 2","Protein Coding","Q9NNW7","57","GC22M085609","1.13462591171265","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TXNRD2"
"NR1I3","Nuclear Receptor Subfamily 1 Group I Member 3","Protein Coding","Q14994","56","GC01M161229","1.13462591171265","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NR1I3"
"BAG3","BAG Cochaperone 3","Protein Coding","O95817","55","GC10P119651","1.13462591171265","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BAG3"
"ARTN","Artemin","Protein Coding","Q5T4W7","53","GC01P043933","1.13462591171265","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARTN"
"UTRN","Utrophin","Protein Coding","P46939","53","GC06P144285","1.13462591171265","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UTRN"
"DGKB","Diacylglycerol Kinase Beta","Protein Coding","Q9Y6T7","52","GC07M014145","1.13462591171265","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DGKB"
"SON","SON DNA And RNA Binding Protein","Protein Coding","P18583","52","GC21P033542","1.13462591171265","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SON"
"METTL14","Methyltransferase 14, N6-Adenosine-Methyltransferase Non-Catalytic Subunit","Protein Coding","Q9HCE5","50","GC04P118685","1.13462591171265","https://www.genecards.org/cgi-bin/carddisp.pl?gene=METTL14"
"TSPAN32","Tetraspanin 32","Protein Coding","Q96QS1","45","GC11P020317","1.13462591171265","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TSPAN32"
"MAP7D3","MAP7 Domain Containing 3","Protein Coding","Q8IWC1","43","GC0XM136213","1.13462591171265","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAP7D3"
"MIR192","MicroRNA 192","RNA Gene","","30","GC11M064891","1.13462591171265","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR192"
"ANKRD1","Ankyrin Repeat Domain 1","Protein Coding","Q15327","52","GC10M090912","1.13211011886597","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANKRD1"
"FCAR","Fc Alpha Receptor","Protein Coding","P24071","52","GC19P153120","1.13211011886597","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FCAR"
"USP37","Ubiquitin Specific Peptidase 37","Protein Coding","Q86T82","50","GC02M218450","1.13211011886597","https://www.genecards.org/cgi-bin/carddisp.pl?gene=USP37"
"GPS1","G Protein Pathway Suppressor 1","Protein Coding","Q13098","48","GC17P082050","1.13211011886597","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPS1"
"MARCO","Macrophage Receptor With Collagenous Structure","Protein Coding","Q9UEW3","47","GC02P118942","1.13211011886597","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MARCO"
"SPHKAP","SPHK1 Interactor, AKAP Domain Containing","Protein Coding","Q2M3C7","39","GC02M227979","1.13211011886597","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPHKAP"
"TNFAIP3","TNF Alpha Induced Protein 3","Protein Coding","P21580","62","GC06P137866","1.13079977035522","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNFAIP3"
"CCL22","C-C Motif Chemokine Ligand 22","Protein Coding","O00626","49","GC16P121627","1.12904262542725","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCL22"
"IGL","Immunoglobulin Lambda Locus","Protein Coding","","24","GC22P022026","1.1278201341629","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGL"
"IGLV7-46","Immunoglobulin Lambda Variable 7-46","Protein Coding","A0A075B6I9","18","GC22P091657","1.1278201341629","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGLV7-46"
"ASH2LP2","ASH2L Pseudogene 2","Pseudogene","","8","GC22P091656","1.1278201341629","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ASH2LP2"
"KLK1","Kallikrein 1","Protein Coding","P06870","60","GC19M050819","1.12563347816467","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KLK1"
"PTS","6-Pyruvoyltetrahydropterin Synthase","Protein Coding","Q03393","58","GC11P112226","1.12563347816467","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTS"
"RDH12","Retinol Dehydrogenase 12","Protein Coding","Q96NR8","57","GC14P067701","1.12563347816467","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RDH12"
"UGCG","UDP-Glucose Ceramide Glucosyltransferase","Protein Coding","Q16739","57","GC09P111896","1.12563347816467","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UGCG"
"SLC22A2","Solute Carrier Family 22 Member 2","Protein Coding","O15244","56","GC06M160232","1.12563347816467","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC22A2"
