Gene Symbol,Description,Category,Uniprot ID,Gifts,GC Id,Relevance score, GeneCards Link
"RHOB","Ras Homolog Family Member B","Protein Coding","P62745","57","GC02P020447","0.412256062030792","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RHOB"
"CTSD","Cathepsin D","Protein Coding","P07339","65","GC11M001752","0.382125794887543","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTSD"
"NFKBIA","NFKB Inhibitor Alpha","Protein Coding","P25963","64","GC14M035401","0.382125794887543","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NFKBIA"
"F2","Coagulation Factor II, Thrombin","Protein Coding","P00734","63","GC11P049059","0.382125794887543","https://www.genecards.org/cgi-bin/carddisp.pl?gene=F2"
"IGF1","Insulin Like Growth Factor 1","Protein Coding","P05019","61","GC12M102395","0.382125794887543","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGF1"
"F5","Coagulation Factor V","Protein Coding","P12259","60","GC01M169511","0.382125794887543","https://www.genecards.org/cgi-bin/carddisp.pl?gene=F5"
"IL4","Interleukin 4","Protein Coding","P05112","59","GC05P132673","0.382125794887543","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL4"
"EIF2S1","Eukaryotic Translation Initiation Factor 2 Subunit Alpha","Protein Coding","P05198","58","GC14P067359","0.382125794887543","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF2S1"
"IL1A","Interleukin 1 Alpha","Protein Coding","P01583","58","GC02M112773","0.382125794887543","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL1A"
"SCN4A","Sodium Voltage-Gated Channel Alpha Subunit 4","Protein Coding","P35499","58","GC17M063938","0.382125794887543","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCN4A"
"BMP6","Bone Morphogenetic Protein 6","Protein Coding","P22004","57","GC06P007726","0.382125794887543","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BMP6"
"PCBD1","Pterin-4 Alpha-Carbinolamine Dehydratase 1","Protein Coding","P61457","57","GC10M070882","0.382125794887543","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCBD1"
"CLCN1","Chloride Voltage-Gated Channel 1","Protein Coding","P35523","56","GC07P143316","0.382125794887543","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLCN1"
"DUSP3","Dual Specificity Phosphatase 3","Protein Coding","P51452","55","GC17M043766","0.382125794887543","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DUSP3"
"CCL3","C-C Motif Chemokine Ligand 3","Protein Coding","P10147","54","GC17M036088","0.382125794887543","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCL3"
"TTF2","Transcription Termination Factor 2","Protein Coding","Q9UNY4","51","GC01P117060","0.382125794887543","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TTF2"
"GH-LCR","Growth Hormone Locus Control Region","Functional Element","","10","GC17P063917","0.382125794887543","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GH-LCR"
"LOC126862902","BRD4-Independent Group 4 Enhancer GRCh37_chr19:38995830-38997029","Functional Element","","8","GC19P154541","0.382125794887543","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC126862902"
"PRKDC","Protein Kinase, DNA-Activated, Catalytic Subunit","Protein Coding","P78527","63","GC08M047773","0.376336574554443","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKDC"
"EEF2","Eukaryotic Translation Elongation Factor 2","Protein Coding","P13639","61","GC19M003976","0.376336574554443","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EEF2"
"EIF4G1","Eukaryotic Translation Initiation Factor 4 Gamma 1","Protein Coding","Q04637","60","GC03P184314","0.376336574554443","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF4G1"
"KRT14","Keratin 14","Protein Coding","P02533","60","GC17M041582","0.376336574554443","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KRT14"
"EMD","Emerin","Protein Coding","P50402","58","GC0XP154379","0.376336574554443","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EMD"
"PSMD13","Proteasome 26S Subunit, Non-ATPase 13","Protein Coding","Q9UNM6","53","GC11P000236","0.376336574554443","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMD13"
"DIS3","DIS3 Homolog, Exosome Endoribonuclease And 3'-5' Exoribonuclease","Protein Coding","Q9Y2L1","52","GC13M072752","0.376336574554443","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DIS3"
"PSMD10","Proteasome 26S Subunit, Non-ATPase 10","Protein Coding","O75832","50","GC0XM108084","0.376336574554443","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMD10"
"MIRLET7C","MicroRNA Let-7c","RNA Gene","","31","GC21P021313","0.376336574554443","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIRLET7C"
"HSPA7","Heat Shock Protein Family A (Hsp70) Member 7 (Pseudogene)","Pseudogene","P48741","28","GC01P161606","0.376336574554443","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSPA7"
"SNORD20","Small Nucleolar RNA, C/D Box 20","RNA Gene","","22","GC02M231456","0.376336574554443","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD20"
"LINC00377","Long Intergenic Non-Protein Coding RNA 377","RNA Gene","","14","GC13P080836","0.376336574554443","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC00377"
"AKT1","AKT Serine/Threonine Kinase 1","Protein Coding","P31749","66","GC14M104769","0.336605668067932","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AKT1"
"NLRP3","NLR Family Pyrin Domain Containing 3","Protein Coding","Q96P20","62","GC01P247632","0.336605668067932","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NLRP3"
"TBP","TATA-Box Binding Protein","Protein Coding","P20226","62","GC06P170554","0.336605668067932","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBP"
"ELK1","ETS Transcription Factor ELK1","Protein Coding","P19419","58","GC0XM047635","0.336605668067932","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ELK1"
"THBD","Thrombomodulin","Protein Coding","P07204","58","GC20M023026","0.336605668067932","https://www.genecards.org/cgi-bin/carddisp.pl?gene=THBD"
"FOXA1","Forkhead Box A1","Protein Coding","P55317","57","GC14M037589","0.336605668067932","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOXA1"
"PSMC1","Proteasome 26S Subunit, ATPase 1","Protein Coding","P62191","56","GC14P090256","0.336605668067932","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMC1"
"PIAS2","Protein Inhibitor Of Activated STAT 2","Protein Coding","O75928","53","GC18M046808","0.336605668067932","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIAS2"
"ZBP1","Z-DNA Binding Protein 1","Protein Coding","Q9H171","53","GC20M057603","0.336605668067932","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZBP1"
"GTF2B","General Transcription Factor IIB","Protein Coding","Q00403","52","GC01M088853","0.336605668067932","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GTF2B"
"SDF2L1","Stromal Cell Derived Factor 2 Like 1","Protein Coding","Q9HCN8","46","GC22P091621","0.336605668067932","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SDF2L1"
"SPATS2","Spermatogenesis Associated Serine Rich 2","Protein Coding","Q86XZ4","42","GC12P049366","0.336605668067932","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPATS2"
"SNORA66","Small Nucleolar RNA, H/ACA Box 66","RNA Gene","","22","GC01P092840","0.336605668067932","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORA66"
"SNORA69","Small Nucleolar RNA, H/ACA Box 69","RNA Gene","","22","GC0XM119787","0.336605668067932","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORA69"
"SNORA70","Small Nucleolar RNA, H/ACA Box 70","RNA Gene","","21","GC0XP154400","0.336605668067932","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORA70"
"SNORD63","Small Nucleolar RNA, C/D Box 63","RNA Gene","","21","GC05M138561","0.336605668067932","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD63"
"SCARNA10","Small Cajal Body-Specific RNA 10","RNA Gene","","19","GC12P006510","0.336605668067932","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCARNA10"
"SNORD50A","Small Nucleolar RNA, C/D Box 50A","RNA Gene","","19","GC06M085677","0.336605668067932","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD50A"
"SNORD30","Small Nucleolar RNA, C/D Box 30","RNA Gene","","18","GC11M139673","0.336605668067932","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD30"
"SNORD41","Small Nucleolar RNA, C/D Box 41","RNA Gene","","18","GC19M012706","0.336605668067932","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD41"
"SNORD60","Small Nucleolar RNA, C/D Box 60","RNA Gene","","18","GC16M049839","0.336605668067932","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD60"
"SNORD80","Small Nucleolar RNA, C/D Box 80","RNA Gene","","16","GC01M175147","0.336605668067932","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD80"
"SNORD77","Small Nucleolar RNA, C/D Box 77","RNA Gene","","15","GC01M175155","0.336605668067932","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD77"
"SNORD75","Small Nucleolar RNA, C/D Box 75","RNA Gene","","12","GC01M175153","0.336605668067932","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD75"
"SOD1","Superoxide Dismutase 1","Protein Coding","P00441","66","GC21P031659","0.291509091854095","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SOD1"
"SRC","SRC Proto-Oncogene, Non-Receptor Tyrosine Kinase","Protein Coding","P12931","64","GC20P037344","0.291509091854095","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SRC"
"SLC6A3","Solute Carrier Family 6 Member 3","Protein Coding","Q01959","63","GC05M001392","0.291509091854095","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC6A3"
"FKBP5","FKBP Prolyl Isomerase 5","Protein Coding","Q13451","62","GC06M106625","0.291509091854095","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FKBP5"
"PRKCQ","Protein Kinase C Theta","Protein Coding","Q04759","62","GC10M007262","0.291509091854095","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKCQ"
"CASP9","Caspase 9","Protein Coding","P55211","61","GC01M022575","0.291509091854095","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CASP9"
"HMGCR","3-Hydroxy-3-Methylglutaryl-CoA Reductase","Protein Coding","P04035","61","GC05P075336","0.291509091854095","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HMGCR"
"OPRM1","Opioid Receptor Mu 1","Protein Coding","P35372","61","GC06P183705","0.291509091854095","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OPRM1"
"BRD4","Bromodomain Containing 4","Protein Coding","O60885","60","GC19M108289","0.291509091854095","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BRD4"
"CA1","Carbonic Anhydrase 1","Protein Coding","P00915","59","GC08M085327","0.291509091854095","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CA1"
"BCL10","BCL10 Immune Signaling Adaptor","Protein Coding","O95999","58","GC01M085265","0.291509091854095","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BCL10"
"CD34","CD34 Molecule","Protein Coding","P28906","58","GC01M207880","0.291509091854095","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD34"
"ILK","Integrin Linked Kinase","Protein Coding","Q13418","58","GC11P020541","0.291509091854095","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ILK"
"EGR1","Early Growth Response 1","Protein Coding","P18146","57","GC05P138465","0.291509091854095","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EGR1"
"F2RL1","F2R Like Trypsin Receptor 1","Protein Coding","P55085","56","GC05P076818","0.291509091854095","https://www.genecards.org/cgi-bin/carddisp.pl?gene=F2RL1"
"TRAP1","TNF Receptor Associated Protein 1","Protein Coding","Q12931","56","GC16M049993","0.291509091854095","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRAP1"
"POMT2","Protein O-Mannosyltransferase 2","Protein Coding","Q9UKY4","55","GC14M077274","0.291509091854095","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POMT2"
"PYGB","Glycogen Phosphorylase B","Protein Coding","P11216","55","GC20P025248","0.291509091854095","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PYGB"
"EMP2","Epithelial Membrane Protein 2","Protein Coding","P54851","54","GC16M050197","0.291509091854095","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EMP2"
"G3BP1","G3BP Stress Granule Assembly Factor 1","Protein Coding","Q13283","54","GC05P151771","0.291509091854095","https://www.genecards.org/cgi-bin/carddisp.pl?gene=G3BP1"
"MICA","MHC Class I Polypeptide-Related Sequence A","Protein Coding","Q29983","51","GC06P031399","0.291509091854095","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MICA"
"CSN1S1","Casein Alpha S1","Protein Coding","P47710","50","GC04P070102","0.291509091854095","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CSN1S1"
"KLHL24","Kelch Like Family Member 24","Protein Coding","Q6TFL4","45","GC03P183635","0.291509091854095","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KLHL24"
"GTF2A2","General Transcription Factor IIA Subunit 2","Protein Coding","P52657","42","GC15M059638","0.291509091854095","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GTF2A2"
"DSCAM-AS1","DSCAM Antisense RNA 1","RNA Gene","","23","GC21P040383","0.291509091854095","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DSCAM-AS1"
"APTR","Alu-Mediated CDKN1A/P21 Transcriptional Regulator","RNA Gene","","21","GC07M077477","0.291509091854095","https://www.genecards.org/cgi-bin/carddisp.pl?gene=APTR"
"SNORA9","Small Nucleolar RNA, H/ACA Box 9","RNA Gene","","16","GC07M044985","0.291509091854095","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORA9"
"MIR3182","MicroRNA 3182","RNA Gene","","14","GC16P083508","0.291509091854095","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR3182"
"MIR5090","MicroRNA 5090","RNA Gene","","14","GC07P102465","0.291509091854095","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR5090"
"MPO","Myeloperoxidase","Protein Coding","P05164","65","GC17M058269","0.238016158342361","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MPO"
"PROC","Protein C, Inactivator Of Coagulation Factors Va And VIIIa","Protein Coding","P04070","65","GC02P127418","0.238016158342361","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PROC"
"VIM","Vimentin","Protein Coding","P08670","64","GC10P017227","0.238016158342361","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VIM"
"PPP2CA","Protein Phosphatase 2 Catalytic Subunit Alpha","Protein Coding","P67775","63","GC05M134194","0.238016158342361","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPP2CA"
"GAD1","Glutamate Decarboxylase 1","Protein Coding","Q99259","62","GC02P170813","0.238016158342361","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GAD1"
"PRDX1","Peroxiredoxin 1","Protein Coding","Q06830","62","GC01M045906","0.238016158342361","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRDX1"
"AHCY","Adenosylhomocysteinase","Protein Coding","P23526","61","GC20M036781","0.238016158342361","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AHCY"
"ATP1A3","ATPase Na+/K+ Transporting Subunit Alpha 3","Protein Coding","P13637","61","GC19M041966","0.238016158342361","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP1A3"
"DICER1","Dicer 1, Ribonuclease III","Protein Coding","Q9UPY3","61","GC14M095086","0.238016158342361","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DICER1"
"F7","Coagulation Factor VII","Protein Coding","P08709","61","GC13P113105","0.238016158342361","https://www.genecards.org/cgi-bin/carddisp.pl?gene=F7"
"INS","Insulin","Protein Coding","P01308","61","GC11M002159","0.238016158342361","https://www.genecards.org/cgi-bin/carddisp.pl?gene=INS"
"MAPK9","Mitogen-Activated Protein Kinase 9","Protein Coding","P45984","61","GC05M183397","0.238016158342361","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAPK9"
"PTK2","Protein Tyrosine Kinase 2","Protein Coding","Q05397","61","GC08M140657","0.238016158342361","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTK2"
"ANXA5","Annexin A5","Protein Coding","P08758","60","GC04M121667","0.238016158342361","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANXA5"
"ATF4","Activating Transcription Factor 4","Protein Coding","P18848","60","GC22P039519","0.238016158342361","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATF4"
"EEF2K","Eukaryotic Elongation Factor 2 Kinase","Protein Coding","O00418","60","GC16P120695","0.238016158342361","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EEF2K"
"EIF4A1","Eukaryotic Translation Initiation Factor 4A1","Protein Coding","P60842","60","GC17P007572","0.238016158342361","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF4A1"
"FCGR3A","Fc Gamma Receptor IIIa","Protein Coding","P08637","60","GC01M161541","0.238016158342361","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FCGR3A"
"SERPINH1","Serpin Family H Member 1","Protein Coding","P50454","60","GC11P075562","0.238016158342361","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SERPINH1"
"AKR1B1","Aldo-Keto Reductase Family 1 Member B","Protein Coding","P15121","59","GC07M134442","0.238016158342361","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AKR1B1"
"CSK","C-Terminal Src Kinase","Protein Coding","P41240","59","GC15P074782","0.238016158342361","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CSK"
"HMGA1","High Mobility Group AT-Hook 1","Protein Coding","P17096","59","GC06P181988","0.238016158342361","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HMGA1"
"LMNB1","Lamin B1","Protein Coding","P20700","59","GC05P126776","0.238016158342361","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LMNB1"
"TACR1","Tachykinin Receptor 1","Protein Coding","P25103","59","GC02M075860","0.238016158342361","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TACR1"
"CS","Citrate Synthase","Protein Coding","O75390","58","GC12M056271","0.238016158342361","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CS"
"PYCR2","Pyrroline-5-Carboxylate Reductase 2","Protein Coding","Q96C36","58","GC01M225919","0.238016158342361","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PYCR2"
"TMPO","Thymopoietin","Protein Coding","P42166","58","GC12P098515","0.238016158342361","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMPO"
"CRYAA","Crystallin Alpha A","Protein Coding","P02489","57","GC21P043169","0.238016158342361","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CRYAA"
"DAXX","Death Domain Associated Protein","Protein Coding","Q9UER7","57","GC06M033318","0.238016158342361","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DAXX"
"NSUN2","NOP2/Sun RNA Methyltransferase 2","Protein Coding","Q08J23","56","GC05M006599","0.238016158342361","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NSUN2"
"APOD","Apolipoprotein D","Protein Coding","P05090","55","GC03M195568","0.238016158342361","https://www.genecards.org/cgi-bin/carddisp.pl?gene=APOD"
"AQP7","Aquaporin 7","Protein Coding","O14520","55","GC09M033384","0.238016158342361","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AQP7"
"TRIM21","Tripartite Motif Containing 21","Protein Coding","P19474","55","GC11M004384","0.238016158342361","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRIM21"
"DRG1","Developmentally Regulated GTP Binding Protein 1","Protein Coding","Q9Y295","54","GC22P031399","0.238016158342361","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DRG1"
"ELAVL1","ELAV Like RNA Binding Protein 1","Protein Coding","Q15717","54","GC19M007958","0.238016158342361","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ELAVL1"
"HIRA","Histone Cell Cycle Regulator","Protein Coding","P54198","54","GC22M019330","0.238016158342361","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HIRA"
"NUDT1","Nudix Hydrolase 1","Protein Coding","P36639","54","GC07P002242","0.238016158342361","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NUDT1"
"PRKRA","Protein Activator Of Interferon Induced Protein Kinase EIF2AK2","Protein Coding","O75569","54","GC02M178431","0.238016158342361","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKRA"
"TIA1","TIA1 Cytotoxic Granule Associated RNA Binding Protein","Protein Coding","P31483","54","GC02M070209","0.238016158342361","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TIA1"
"USP5","Ubiquitin Specific Peptidase 5","Protein Coding","P45974","54","GC12P074068","0.238016158342361","https://www.genecards.org/cgi-bin/carddisp.pl?gene=USP5"
"RGS6","Regulator Of G Protein Signaling 6","Protein Coding","P49758","53","GC14P071867","0.238016158342361","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RGS6"
"PSIP1","PC4 And SRSF1 Interacting Protein 1","Protein Coding","O75475","52","GC09M015464","0.238016158342361","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSIP1"
"SUN1","Sad1 And UNC84 Domain Containing 1","Protein Coding","O94901","52","GC07P000815","0.238016158342361","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SUN1"
"EIF4G2","Eukaryotic Translation Initiation Factor 4 Gamma 2","Protein Coding","P78344","51","GC11M015426","0.238016158342361","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF4G2"
"HSPB6","Heat Shock Protein Family B (Small) Member 6","Protein Coding","O14558","51","GC19M108696","0.238016158342361","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSPB6"
"PCMT1","Protein-L-Isoaspartate (D-Aspartate) O-Methyltransferase","Protein Coding","P22061","51","GC06P149749","0.238016158342361","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCMT1"
"TAF9","TATA-Box Binding Protein Associated Factor 9","Protein Coding","Q16594","51","GC05M081260","0.238016158342361","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAF9"
"USP24","Ubiquitin Specific Peptidase 24","Protein Coding","Q9UPU5","51","GC01M055066","0.238016158342361","https://www.genecards.org/cgi-bin/carddisp.pl?gene=USP24"
"ARC","Activity Regulated Cytoskeleton Associated Protein","Protein Coding","Q7LC44","50","GC08M142611","0.238016158342361","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARC"
"EIF3B","Eukaryotic Translation Initiation Factor 3 Subunit B","Protein Coding","P55884","50","GC07P002354","0.238016158342361","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF3B"
"OXT","Oxytocin/Neurophysin I Prepropeptide","Protein Coding","P01178","50","GC20P010955","0.238016158342361","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OXT"
"AQP8","Aquaporin 8","Protein Coding","O94778","49","GC16P120771","0.238016158342361","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AQP8"
"GPAT4","Glycerol-3-Phosphate Acyltransferase 4","Protein Coding","Q86UL3","48","GC08P041577","0.238016158342361","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPAT4"
"AQP11","Aquaporin 11","Protein Coding","Q8NBQ7","47","GC11P077589","0.238016158342361","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AQP11"
"XRN1","5'-3' Exoribonuclease 1","Protein Coding","Q8IZH2","47","GC03M142306","0.238016158342361","https://www.genecards.org/cgi-bin/carddisp.pl?gene=XRN1"
"USP47","Ubiquitin Specific Peptidase 47","Protein Coding","Q96K76","46","GC11P021190","0.238016158342361","https://www.genecards.org/cgi-bin/carddisp.pl?gene=USP47"
"DAZAP2","DAZ Associated Protein 2","Protein Coding","Q15038","43","GC12P051238","0.238016158342361","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DAZAP2"
"DTWD1","DTW Domain Containing 1","Protein Coding","Q8N5C7","42","GC15P193058","0.238016158342361","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DTWD1"
"DTWD2","DTW Domain Containing 2","Protein Coding","Q8NBA8","41","GC05M118836","0.238016158342361","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DTWD2"
"ZC3H15","Zinc Finger CCCH-Type Containing 15","Protein Coding","Q8WU90","41","GC02P186486","0.238016158342361","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZC3H15"
"BTBD7","BTB Domain Containing 7","Protein Coding","Q9P203","40","GC14M093237","0.238016158342361","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BTBD7"
"DLEU1","Deleted In Lymphocytic Leukemia 1","RNA Gene","O43261","37","GC13P051743","0.238016158342361","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DLEU1"
"TRR-TCT2-1","TRNA-Arg (Anticodon TCT) 2-1","RNA Gene","","10","GC17P153780","0.238016158342361","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRR-TCT2-1"
"CDK4","Cyclin Dependent Kinase 4","Protein Coding","P11802","67","GC12M060483","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDK4"
"KDR","Kinase Insert Domain Receptor","Protein Coding","P35968","67","GC04M055078","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KDR"
"MAP2K1","Mitogen-Activated Protein Kinase Kinase 1","Protein Coding","Q02750","67","GC15P066386","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAP2K1"
"MAP2K2","Mitogen-Activated Protein Kinase Kinase 2","Protein Coding","P36507","67","GC19M004090","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAP2K2"
"PTPN11","Protein Tyrosine Phosphatase Non-Receptor Type 11","Protein Coding","Q06124","67","GC12P112418","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTPN11"
"CDK5","Cyclin Dependent Kinase 5","Protein Coding","Q00535","66","GC07M151053","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDK5"
"KRAS","KRAS Proto-Oncogene, GTPase","Protein Coding","P01116","66","GC12M035956","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KRAS"
"CASP8","Caspase 8","Protein Coding","Q14790","65","GC02P201233","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CASP8"
"HDAC2","Histone Deacetylase 2","Protein Coding","Q92769","65","GC06M113933","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HDAC2"
"IDH1","Isocitrate Dehydrogenase (NADP(+)) 1","Protein Coding","O75874","65","GC02M208236","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IDH1"
"ALDH2","Aldehyde Dehydrogenase 2 Family Member","Protein Coding","P05091","64","GC12P111766","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALDH2"
"CBS","Cystathionine Beta-Synthase","Protein Coding","P35520","64","GC21M043053","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CBS"
"CDK2","Cyclin Dependent Kinase 2","Protein Coding","P24941","64","GC12P055966","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDK2"
"CDK6","Cyclin Dependent Kinase 6","Protein Coding","Q00534","64","GC07M092604","0.168302834033966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDK6"
